Customer ID,Date,Invoice Num,Debit,Credit,Total Cases,Status,Time Entered,Memo,Customer Type,Time Updated
27874535,7/26/2023,W-60044260,$961.84 ,$0.00 ,22,<b class=pill-brown>Loaded</b>,7/26/2023 8:43,,Convenience*,7/26/2023 8:43
14770,7/26/2023,W-69381930,$669.85 ,$0.00 ,19,<b class=pill-brown>Loaded</b>,7/26/2023 9:28,,Convenience*,7/26/2023 9:28
8902,7/26/2023,W-60684866,$209.60 ,$209.60 ,5,<b class=pill-brown>Loaded</b>,7/26/2023 9:07,,Convenience*,7/26/2023 9:07
11742,7/26/2023,W-68722612,$617.53 ,$617.53 ,15,<b class=pill-brown>Loaded</b>,7/26/2023 8:51,,Convenience*,7/26/2023 8:51
27873388,7/26/2023,6866002354,$928.99 ,$0.00 ,23,<b class=pill-brown>Loaded</b>,7/26/2023 9:07,,Convenience*,7/26/2023 9:07
27874818,7/26/2023,11002408,"$2,072.42 ",$0.00 ,58,<b class=pill-brown>Loaded</b>,7/17/2023 8:23,Do Not Deliver Before Date 07/26/2023;Do Not Deliver After Date 07/26/2023;,Grocery*,7/25/2023 23:59
17083,7/21/2023,W-64035223,$711.60 ,$0.00 ,20,<b class=pill-black>Verified</b>,7/21/2023 12:28,,Convenience*,7/25/2023 11:26
27868882,7/26/2023,W-11020156,$0.00 ,$0.00 ,3,<b class=pill-brown>Loaded</b>,7/26/2023 9:00,,Adjustments,7/26/2023 9:00
27873992,7/26/2023,W-74480275,$654.90 ,$654.90 ,17,<b class=pill-brown>Loaded</b>,7/26/2023 8:47,,Convenience*,7/26/2023 8:47
16480,7/26/2023,W-63164939,$535.67 ,$535.67 ,12,<b class=pill-brown>Loaded</b>,7/26/2023 9:16,,Convenience*,7/26/2023 9:16
27869093,7/24/2023,W-11016793,$0.00 ,$0.00 ,-3,<b class=pill-green>Balanced</b>,7/24/2023 17:31,,Adjustments,7/24/2023 23:23
27875475,7/26/2023,W-75130011,$257.35 ,$0.00 ,6,<b class=pill-brown>Loaded</b>,7/26/2023 9:18,,Convenience*,7/26/2023 9:18
27341,7/26/2023,W-74300411,$340.42 ,$340.42 ,8,<b class=pill-brown>Loaded</b>,7/26/2023 9:25,,Convenience*,7/26/2023 9:25
27869092,7/24/2023,W-11016801,$0.00 ,$0.00 ,2,<b class=pill-green>Balanced</b>,7/24/2023 17:41,,Adjustments,7/24/2023 17:41
27869092,7/24/2023,W-11016792,$0.00 ,$0.00 ,31,<b class=pill-green>Balanced</b>,7/24/2023 17:31,,Adjustments,7/24/2023 23:23
27872473,7/26/2023,7315002184,$33.60 ,$0.00 ,1,<b class=pill-brown>Loaded</b>,7/26/2023 8:48,,Dollar Store*,7/26/2023 8:48
3272,7/24/2023,W-64625621,$676.01 ,$0.00 ,15,<b class=pill-green>Balanced</b>,7/24/2023 8:37,,Grocery*,7/24/2023 8:37
8743,7/26/2023,W-63373787,$433.26 ,$433.26 ,10,<b class=pill-brown>Loaded</b>,7/26/2023 9:20,,Convenience*,7/26/2023 9:20
27873441,7/26/2023,W-74922132,$404.58 ,$0.00 ,10,<b class=pill-brown>Loaded</b>,7/26/2023 9:06,,Convenience*,7/26/2023 9:06
11816,7/26/2023,W-65065277,$327.54 ,$327.54 ,8,<b class=pill-brown>Loaded</b>,7/26/2023 8:48,,Convenience*,7/26/2023 8:48
21498,7/26/2023,W-68492638,$750.83 ,$0.00 ,17,<b class=pill-brown>Loaded</b>,7/26/2023 8:27,,Convenience*,7/26/2023 8:27
17153,7/26/2023,W-71611938,$212.60 ,$212.60 ,5,<b class=pill-brown>Loaded</b>,7/26/2023 8:03,,Convenience*,7/26/2023 8:03
10303,7/26/2023,W-71713058,$389.02 ,$0.00 ,10,<b class=pill-brown>Loaded</b>,7/26/2023 7:32,,Convenience*,7/26/2023 7:32
27874341,7/26/2023,W-69872560,$162.85 ,$0.00 ,4,<b class=pill-brown>Loaded</b>,7/26/2023 8:29,,Convenience*,7/26/2023 8:29
9469,7/26/2023,W-60684863,"$1,047.37 ",$0.00 ,27,<b class=pill-brown>Loaded</b>,7/26/2023 7:48,,Convenience*,7/26/2023 7:48
277963,7/26/2023,W-68085182,$117.00 ,$0.00 ,3,<b class=pill-brown>Loaded</b>,7/26/2023 9:22,,Liquor*,7/26/2023 9:22
27868050,7/21/2023,W-73141053,($556.65),$0.00 ,-13,<b class=pill-black>Verified</b>,7/21/2023 14:08,,Specialty Retail*,7/25/2023 11:26
26233,7/21/2023,10997407,$245.17 ,$0.00 ,6,<b class=pill-black>Verified</b>,7/21/2023 12:00,For reset,Dollar Store*,7/25/2023 11:26
3747,7/24/2023,6441004629,$396.36 ,$0.00 ,9,<b class=pill-green>Balanced</b>,7/24/2023 12:24,,Dollar Store*,7/24/2023 12:24
12320,7/21/2023,W-62875215,$34.19 ,$0.00 ,1,<b class=pill-black>Verified</b>,7/21/2023 11:12,,Drug*,7/25/2023 11:26
19312,7/21/2023,W-60914462,$207.48 ,$207.48 ,5,<b class=pill-black>Verified</b>,7/21/2023 12:46,,Convenience*,7/25/2023 11:27
10393,7/26/2023,W-73101079,$706.60 ,$0.00 ,20,<b class=pill-brown>Loaded</b>,7/26/2023 8:02,,Convenience*,7/26/2023 8:02
23774,7/26/2023,W-65365396,$306.01 ,$0.00 ,7,<b class=pill-brown>Loaded</b>,7/26/2023 7:25,,Convenience*,7/26/2023 7:25
278331,7/26/2023,W-74540145,$73.88 ,$73.88 ,2,<b class=pill-brown>Loaded</b>,7/26/2023 9:08,,Convenience*,7/26/2023 9:08
24763,7/26/2023,6280001911,$783.34 ,$0.00 ,18,<b class=pill-brown>Loaded</b>,7/26/2023 7:24,,Convenience*,7/26/2023 8:31
23251,7/26/2023,W-69872557,$410.99 ,$0.00 ,10,<b class=pill-brown>Loaded</b>,7/26/2023 6:13,,Grocery*,7/26/2023 6:13
18797,7/26/2023,W-73101074,$567.36 ,$0.00 ,15,<b class=pill-brown>Loaded</b>,7/26/2023 5:46,,Military*,7/26/2023 5:46
24718,7/21/2023,W-75010027,$0.00 ,$0.00 ,0,<b class=pill-black>Verified</b>,7/21/2023 12:45,,Convenience*,7/21/2023 12:45
15524,7/24/2023,W-74233332,$327.20 ,$327.20 ,8,<b class=pill-green>Balanced</b>,7/24/2023 11:48,,Convenience*,7/25/2023 9:46
27864712,7/21/2023,W-10998233,$529.19 ,$0.00 ,11,<b class=pill-black>Verified</b>,7/21/2023 13:44,For July Programming,Convenience*,7/25/2023 11:26
9809,7/24/2023,W-74342194,$413.08 ,$413.08 ,10,<b class=pill-green>Balanced</b>,7/24/2023 13:17,,Convenience*,7/24/2023 15:41
27863208,7/21/2023,6045005467,$791.32 ,$0.00 ,19,<b class=pill-black>Verified</b>,7/21/2023 12:03,,Convenience*,7/25/2023 11:26
27865352,7/26/2023,W-60034023,$349.76 ,$349.75 ,8,<b class=pill-brown>Loaded</b>,7/26/2023 8:24,,Convenience*,7/26/2023 8:24
27864429,7/26/2023,W-11019074,$831.28 ,$831.28 ,20,<b class=pill-brown>Loaded</b>,7/26/2023 8:09,Service today please.,Convenience*,7/26/2023 8:09
5474,7/24/2023,W-11013654,"$1,231.07 ",$0.00 ,31,<b class=pill-green>Balanced</b>,7/24/2023 7:59,,Grocery*,7/24/2023 7:59
2282,7/21/2023,W-71631527,"$1,119.10 ","$1,119.10 ",30,<b class=pill-black>Verified</b>,7/21/2023 13:41,,Convenience*,7/25/2023 11:27
11885,7/21/2023,W-73830684,$326.28 ,$326.28 ,7,<b class=pill-black>Verified</b>,7/21/2023 12:08,,Liquor*,7/25/2023 11:27
6717,7/21/2023,W-68312780,$806.65 ,$0.00 ,19,<b class=pill-black>Verified</b>,7/21/2023 13:35,,Grocery*,7/25/2023 11:26
8378,7/26/2023,W-74790058,$84.14 ,$84.14 ,2,<b class=pill-brown>Loaded</b>,7/26/2023 9:15,,Convenience*,7/26/2023 9:15
26311,7/26/2023,6499004575,$525.63 ,$0.00 ,11,<b class=pill-brown>Loaded</b>,7/26/2023 8:53,,Dollar Store*,7/26/2023 8:53
5832,7/26/2023,W-11013121,$110.07 ,$110.07 ,3,<b class=pill-brown>Loaded</b>,7/26/2023 8:35,Please close this void.,Convenience*,7/26/2023 8:35
277843,7/26/2023,W-73230749,$651.76 ,$651.76 ,19,<b class=pill-brown>Loaded</b>,7/26/2023 8:44,,Convenience*,7/26/2023 8:44
15746,7/26/2023,W-69951789,$438.59 ,$0.00 ,11,<b class=pill-brown>Loaded</b>,7/26/2023 7:19,,Convenience*,7/26/2023 7:19
9700,7/26/2023,W-11019158,($5.19),$0.00 ,0,<b class=pill-brown>Loaded</b>,7/26/2023 9:15,Please pick up credits.,Grocery*,7/26/2023 9:15
24230,7/26/2023,6613004765,$841.67 ,$0.00 ,18,<b class=pill-brown>Loaded</b>,7/26/2023 8:58,,Convenience*,7/26/2023 8:58
27923,7/26/2023,W-73970515,$150.76 ,$150.76 ,4,<b class=pill-brown>Loaded</b>,7/26/2023 9:04,,Convenience*,7/26/2023 9:04
27864471,7/25/2023,W-73830698,$214.38 ,$0.00 ,5,<b class=pill-green>Balanced</b>,7/25/2023 4:43,,Mass Merchandiser*,7/25/2023 4:43
27873732,7/26/2023,W-73341087,$250.38 ,$217.73 ,6,<b class=pill-brown>Loaded</b>,7/26/2023 8:14,,Convenience*,7/26/2023 8:14
27874741,7/26/2023,W-71931294,$297.93 ,$297.93 ,8,<b class=pill-brown>Loaded</b>,7/26/2023 8:11,,Convenience*,7/26/2023 8:11
11333,7/26/2023,W-71761786,$238.32 ,$238.32 ,6,<b class=pill-brown>Loaded</b>,7/26/2023 8:52,,Convenience*,7/26/2023 8:52
27874776,7/26/2023,W-67483475,$187.00 ,$187.00 ,4,<b class=pill-brown>Loaded</b>,7/26/2023 7:08,,Convenience*,7/26/2023 7:08
24881,7/21/2023,W-74233324,($111.32),$0.00 ,-3,<b class=pill-black>Verified</b>,7/21/2023 13:02,,Drug*,7/25/2023 11:26
8451,7/21/2023,W-60564626,$276.86 ,$276.86 ,7,<b class=pill-black>Verified</b>,7/21/2023 13:10,,Convenience*,7/25/2023 11:27
27854,7/24/2023,W-62875236,$0.00 ,$0.00 ,0,<b class=pill-green>Balanced</b>,7/24/2023 17:20,,Convenience*,7/24/2023 17:41
26935,7/20/2023,W-70024283,($25.17),$0.00 ,-1,<b class=pill-black>Verified</b>,7/20/2023 14:55,,Drug*,7/25/2023 11:15
15587,7/26/2023,W-74951923,$399.45 ,$399.45 ,10,<b class=pill-brown>Loaded</b>,7/26/2023 8:38,,Convenience*,7/26/2023 8:38
16134,7/21/2023,W-64035224,$999.58 ,$0.00 ,23,<b class=pill-black>Verified</b>,7/21/2023 13:49,,Convenience*,7/25/2023 11:26
27865087,7/21/2023,6461005022,$381.30 ,$0.00 ,9,<b class=pill-black>Verified</b>,7/21/2023 13:47,,Convenience*,7/25/2023 11:26
14005,7/24/2023,W-65654316,$710.01 ,$0.00 ,17,<b class=pill-green>Balanced</b>,7/24/2023 14:31,,Convenience*,7/25/2023 12:02
143,7/21/2023,W-10998207,$505.01 ,$0.00 ,11,<b class=pill-black>Verified</b>,7/21/2023 10:30,For July Programming,Convenience*,7/25/2023 11:26
11444,7/20/2023,W-65514120,$618.60 ,$0.00 ,18,<b class=pill-black>Verified</b>,7/20/2023 13:50,,Convenience*,7/25/2023 11:15
17840,7/26/2023,W-73970512,$402.58 ,$402.58 ,10,<b class=pill-brown>Loaded</b>,7/26/2023 8:02,,Convenience*,7/26/2023 8:02
23589,7/26/2023,W-69150377,$146.76 ,$0.00 ,4,<b class=pill-brown>Loaded</b>,7/26/2023 7:33,,Convenience*,7/26/2023 7:33
9882,7/26/2023,W-64784185,$464.32 ,$0.00 ,10,<b class=pill-brown>Loaded</b>,7/26/2023 7:18,,Convenience*,7/26/2023 7:18
23609,7/24/2023,W-65365374,$548.23 ,$0.00 ,12,<b class=pill-green>Balanced</b>,7/24/2023 16:38,,Convenience*,7/25/2023 8:47
27872906,7/24/2023,W-64135438,$252.58 ,$0.00 ,6,<b class=pill-green>Balanced</b>,7/24/2023 11:54,,Dollar Store*,7/24/2023 13:52
9683,7/25/2023,W-11016163,"$1,281.20 ",$0.00 ,31,<b class=pill-green>Balanced</b>,7/25/2023 9:57,Please fill all coolers. Call if you have any questions or concerns. Thank you for all you do.,Grocery*,7/25/2023 9:57
27870732,7/26/2023,W-67612910,"$1,094.18 ",$0.00 ,26,<b class=pill-brown>Loaded</b>,7/26/2023 7:40,,Convenience*,7/26/2023 7:40
19074,7/26/2023,6911003134,$354.17 ,$0.00 ,8,<b class=pill-brown>Loaded</b>,7/26/2023 8:59,,Grocery*,7/26/2023 8:59
27865119,7/26/2023,W-60044257,$855.25 ,$855.25 ,20,<b class=pill-brown>Loaded</b>,7/26/2023 7:38,,Convenience*,7/26/2023 7:38
27875741,7/26/2023,W-73230746,$304.51 ,$304.51 ,7,<b class=pill-brown>Loaded</b>,7/26/2023 6:20,,Convenience*,7/26/2023 6:20
2384,7/21/2023,W-64873942,$435.27 ,$0.00 ,11,<b class=pill-black>Verified</b>,7/21/2023 11:08,,Grocery*,7/25/2023 11:26
27870923,7/21/2023,W-74790029,$180.94 ,$180.94 ,4,<b class=pill-black>Verified</b>,7/21/2023 13:21,,Convenience*,7/25/2023 11:27
7122,7/21/2023,W-74770111,$135.19 ,$0.00 ,3,<b class=pill-black>Verified</b>,7/21/2023 13:39,,Convenience*,7/25/2023 11:26
9685,7/25/2023,W-11016606,"$1,215.92 ",$0.00 ,29,<b class=pill-green>Balanced</b>,7/25/2023 6:03,"Fill warm shelf with singles and packs .. fill coolers by Register coolers , self checkout and beverage center backstock on bottom pallet shared with clean cause in vendor wareroom ty..",Grocery*,7/25/2023 6:03
27870563,7/24/2023,W-63554461,$283.83 ,$0.00 ,7,<b class=pill-green>Balanced</b>,7/24/2023 12:39,,Convenience*,7/25/2023 7:51
27875810,7/25/2023,7324000745,$827.13 ,$0.00 ,17,<b class=pill-green>Balanced</b>,7/25/2023 7:01,,Convenience*,7/26/2023 7:59
21503,7/21/2023,W-73590847,$523.20 ,$0.00 ,10,<b class=pill-black>Verified</b>,7/21/2023 12:10,,Convenience*,7/25/2023 11:26
24044,7/26/2023,W-65584599,"$1,024.82 ","$1,024.82 ",27,<b class=pill-brown>Loaded</b>,7/26/2023 8:59,,Convenience*,7/26/2023 8:59
27874989,7/26/2023,7483000016,"$1,126.60 ",$0.00 ,26,<b class=pill-brown>Loaded</b>,7/26/2023 8:35,,Convenience*,7/26/2023 8:35
17684,7/26/2023,7454000143,$0.00 ,$0.00 ,0,<b class=pill-brown>Loaded</b>,7/26/2023 8:39,,Mass Merchandiser*,7/26/2023 8:39
21525,7/26/2023,W-69951790,$415.02 ,$0.00 ,10,<b class=pill-brown>Loaded</b>,7/26/2023 7:58,,Convenience*,7/26/2023 7:58
25974,7/26/2023,W-64573059,"$1,814.95 ",$0.00 ,41,<b class=pill-brown>Loaded</b>,7/26/2023 7:34,,Convenience*,7/26/2023 7:34
24704,7/26/2023,W-11014534,$296.64 ,$0.00 ,7,<b class=pill-brown>Loaded</b>,7/26/2023 8:02,Expected Ship Date 07/26/2023;,Drug*,7/26/2023 8:02
1425,7/21/2023,W-64873944,$819.60 ,$0.00 ,23,<b class=pill-black>Verified</b>,7/21/2023 12:14,,Convenience*,7/25/2023 11:26
27874984,7/24/2023,W-63685787,$142.00 ,$142.00 ,4,<b class=pill-green>Balanced</b>,7/24/2023 13:53,,On Premise*,7/26/2023 9:19
12236,7/26/2023,W-74233352,($57.66),$0.00 ,-1,<b class=pill-brown>Loaded</b>,7/26/2023 8:01,,Drug*,7/26/2023 8:01
8252,7/24/2023,W-74392069,$337.64 ,$337.64 ,8,<b class=pill-green>Balanced</b>,7/25/2023 7:39,,Convenience*,7/26/2023 9:20
10546,7/26/2023,W-65183997,$536.14 ,$0.00 ,12,<b class=pill-brown>Loaded</b>,7/26/2023 6:00,,Convenience*,7/26/2023 6:00
16354,7/26/2023,W-71713057,"$1,197.13 ",$0.00 ,28,<b class=pill-brown>Loaded</b>,7/26/2023 6:52,,Convenience*,7/26/2023 6:52
27869853,7/21/2023,W-64994542,"$1,227.18 ","$1,227.18 ",32,<b class=pill-black>Verified</b>,7/21/2023 13:20,,Convenience*,7/25/2023 11:27
2788592,7/21/2023,W-69872521,$424.11 ,$0.00 ,10,<b class=pill-black>Verified</b>,7/21/2023 13:38,,Convenience*,7/25/2023 11:26
27868460,7/21/2023,W-65044855,$445.66 ,$445.66 ,10,<b class=pill-black>Verified</b>,7/21/2023 12:05,,Convenience*,7/25/2023 11:27
27868793,7/20/2023,W-11011228,$0.00 ,$0.00 ,0,<b class=pill-black>Verified</b>,7/20/2023 12:36,,Adjustments,7/20/2023 12:36
17784,7/26/2023,6478004186,$869.86 ,$0.00 ,19,<b class=pill-brown>Loaded</b>,7/26/2023 8:30,,Mass Merchandiser*,7/26/2023 8:36
27868122,7/26/2023,W-63765317,$864.88 ,$0.00 ,20,<b class=pill-brown>Loaded</b>,7/26/2023 6:57,,Mass Merchandiser*,7/26/2023 6:57
27865087,7/26/2023,6995001788,$902.98 ,$0.00 ,22,<b class=pill-brown>Loaded</b>,7/26/2023 6:40,,Convenience*,7/26/2023 6:40
655,7/26/2023,6446005576,$479.44 ,$0.00 ,10,<b class=pill-brown>Loaded</b>,7/26/2023 7:20,,Convenience*,7/26/2023 7:20
14433,7/21/2023,W-10997390,$546.30 ,$546.30 ,17,<b class=pill-black>Verified</b>,7/21/2023 11:10,"Close SF Void, sell in VIP DD if account is eligible",Convenience*,7/25/2023 11:27
27867145,7/24/2023,W-11013736,"$1,586.74 ",$0.00 ,41,<b class=pill-green>Balanced</b>,7/24/2023 8:44,Please fill all coolers. Call if you have any questions or concerns. Thank you for all you do.,Grocery*,7/24/2023 8:44
24149,7/26/2023,W-66583582,"$1,249.61 ","$1,249.61 ",33,<b class=pill-brown>Loaded</b>,7/26/2023 9:08,,Convenience*,7/26/2023 9:08
27875174,7/26/2023,W-70082729,"$1,057.26 ",$0.00 ,25,<b class=pill-brown>Loaded</b>,7/26/2023 8:51,,Convenience*,7/26/2023 8:51
27874099,7/26/2023,W-11012474,$342.18 ,$0.00 ,8,<b class=pill-brown>Loaded</b>,7/21/2023 8:16,"Do not delete invoice, zero out if undeliverable or refused, leave zero case invoice with PO num in system for records",Specialty Retail*,7/26/2023 0:00
16924,7/24/2023,W-11013884,"$7,882.56 ",$0.00 ,224,<b class=pill-green>Balanced</b>,7/21/2023 13:47,,Wholesale Club*,7/21/2023 17:51
27864121,7/20/2023,W-11005556,$918.64 ,$0.00 ,22,<b class=pill-black>Verified</b>,7/20/2023 7:36,Deliver Multipack Voids on this invoice as well as any other out of stock or low stock items,Mass Merchandiser*,7/25/2023 11:15
27867624,7/25/2023,W-11020103,($6.00),$0.00 ,0,<b class=pill-green>Balanced</b>,,,Billing Only,7/26/2023 8:47
17899,7/26/2023,W-74951921,$329.52 ,$329.52 ,9,<b class=pill-brown>Loaded</b>,7/26/2023 7:18,,Convenience*,7/26/2023 7:18
278362,7/26/2023,6896002754,"$1,175.77 ",$0.00 ,28,<b class=pill-brown>Loaded</b>,7/26/2023 5:59,,Convenience*,7/26/2023 5:59
23584,7/26/2023,W-69150378,$146.76 ,$0.00 ,4,<b class=pill-brown>Loaded</b>,7/26/2023 7:34,,Convenience*,7/26/2023 7:34
27075,7/26/2023,W-68722607,$323.20 ,$323.20 ,8,<b class=pill-brown>Loaded</b>,7/26/2023 6:53,,Convenience*,7/26/2023 6:53
27869716,7/26/2023,W-64584980,$733.03 ,$0.00 ,17,<b class=pill-brown>Loaded</b>,7/26/2023 6:24,,Convenience*,7/26/2023 6:24
27873077,7/20/2023,W-11004395,$241.81 ,$0.00 ,6,<b class=pill-black>Verified</b>,7/20/2023 10:47,Expected Ship Date 07/20/2023;,Drug*,7/25/2023 11:15
27869920,7/21/2023,W-10997404,$558.33 ,$558.33 ,14,<b class=pill-black>Verified</b>,7/21/2023 11:16,"Close SF Void, sell in VIP DD if account is eligible",Liquor*,7/25/2023 11:27
5266,7/21/2023,W-63925563,$333.19 ,$0.00 ,7,<b class=pill-black>Verified</b>,7/21/2023 11:12,,Convenience*,7/25/2023 11:26
15096,7/21/2023,W-65375141,$304.32 ,$304.32 ,8,<b class=pill-black>Verified</b>,7/21/2023 13:12,,Convenience*,7/25/2023 11:27
16330,7/24/2023,W-63124211,$812.05 ,$0.00 ,18,<b class=pill-green>Balanced</b>,7/24/2023 15:01,,Convenience*,7/25/2023 13:05
15971,7/26/2023,W-63164940,$0.00 ,$0.00 ,0,<b class=pill-brown>Loaded</b>,7/26/2023 9:24,,Convenience*,7/26/2023 9:24
16210,7/25/2023,7495001911,$291.81 ,$0.00 ,7,<b class=pill-green>Balanced</b>,7/25/2023 7:34,,Grocery*,7/25/2023 7:34
27875259,7/21/2023,W-74770109,$244.74 ,$211.30 ,7,<b class=pill-black>Verified</b>,7/21/2023 12:27,,Convenience*,7/25/2023 11:27
25868,7/21/2023,W-73590845,$642.25 ,$642.25 ,16,<b class=pill-black>Verified</b>,7/21/2023 11:18,,Convenience*,7/25/2023 11:27
16587,7/24/2023,7171003043,$624.53 ,$0.00 ,15,<b class=pill-green>Balanced</b>,7/24/2023 17:08,,Convenience*,7/25/2023 8:11
9444,7/26/2023,W-70371679,$525.25 ,$525.25 ,11,<b class=pill-brown>Loaded</b>,7/26/2023 7:51,,Convenience*,7/26/2023 7:51
21955,7/26/2023,W-63223400,$318.07 ,$0.00 ,7,<b class=pill-brown>Loaded</b>,7/26/2023 7:10,,Grocery*,7/26/2023 7:10
4713,7/26/2023,W-63765319,$546.39 ,$0.00 ,13,<b class=pill-brown>Loaded</b>,7/26/2023 8:44,,Grocery*,7/26/2023 8:44
27870524,7/24/2023,W-63725188,$394.89 ,$0.00 ,9,<b class=pill-green>Balanced</b>,7/24/2023 15:21,,Convenience*,7/25/2023 7:51
9662,7/26/2023,7424000478,"$1,017.19 ",$0.00 ,24,<b class=pill-brown>Loaded</b>,7/26/2023 7:21,Please fill all coolers. Call if you have any questions or concerns. Thank you for all you do.,Mass Merchandiser*,7/26/2023 7:21
27863254,7/26/2023,W-68164185,$420.02 ,$0.00 ,10,<b class=pill-brown>Loaded</b>,7/26/2023 6:53,,Convenience*,7/26/2023 6:53
27872574,7/24/2023,W-70024305,$423.16 ,$0.00 ,10,<b class=pill-green>Balanced</b>,7/24/2023 14:14,,Dollar Store*,7/24/2023 14:14
10323,7/26/2023,W-65654334,$182.85 ,$0.00 ,4,<b class=pill-brown>Loaded</b>,7/26/2023 7:04,,Convenience*,7/26/2023 7:04
18129,7/26/2023,W-68085174,"$1,177.25 ",$0.00 ,26,<b class=pill-brown>Loaded</b>,7/26/2023 6:03,,Convenience*,7/26/2023 6:03
27875124,7/21/2023,W-11013832,$0.00 ,$0.00 ,0,<b class=pill-black>Verified</b>,7/21/2023 13:33,,Adjustments,7/21/2023 13:33
27872919,7/21/2023,W-10997919,$564.38 ,$0.00 ,12,<b class=pill-black>Verified</b>,7/21/2023 12:49,"For July Programming, DO NOT SKIP MUST DELIVERY PER G. MOALES",Dollar Store*,7/25/2023 11:26
278421,7/26/2023,6558004598,$214.60 ,$0.00 ,5,<b class=pill-brown>Loaded</b>,7/26/2023 7:58,,Dollar Store*,7/26/2023 7:58
27870478,7/26/2023,W-63845301,$701.96 ,$0.00 ,16,<b class=pill-brown>Loaded</b>,7/26/2023 8:41,,Convenience*,7/26/2023 8:41
3484,7/26/2023,6442004970,$603.40 ,$0.00 ,14,<b class=pill-brown>Loaded</b>,7/26/2023 7:41,,Convenience*,7/26/2023 7:41
27864172,7/21/2023,W-63945279,"$1,075.20 ","$1,075.20 ",33,<b class=pill-black>Verified</b>,7/21/2023 13:19,,Liquor*,7/25/2023 11:27
12210,7/21/2023,W-74563101,$102.50 ,$0.00 ,2,<b class=pill-black>Verified</b>,7/21/2023 12:38,,Drug*,7/25/2023 11:26
21910,7/26/2023,W-67022977,$584.89 ,$0.00 ,13,<b class=pill-brown>Loaded</b>,7/26/2023 7:35,,Grocery*,7/26/2023 7:35
27864096,7/21/2023,7408000087,$853.05 ,$0.00 ,18,<b class=pill-black>Verified</b>,7/21/2023 12:21,,Convenience*,7/25/2023 11:26
26557,7/21/2023,6551004133,$123.63 ,$0.00 ,3,<b class=pill-black>Verified</b>,7/21/2023 12:35,,Dollar Store*,7/25/2023 11:26
27868904,7/24/2023,W-11016764,$0.00 ,$0.00 ,0,<b class=pill-green>Balanced</b>,7/24/2023 16:43,,Adjustments,7/24/2023 16:43
27869926,7/24/2023,W-71341568,$790.05 ,$790.05 ,18,<b class=pill-green>Balanced</b>,7/24/2023 14:14,,Convenience*,7/24/2023 14:31
27868883,7/24/2023,W-11016334,$0.00 ,$0.00 ,0,<b class=pill-green>Balanced</b>,7/24/2023 13:51,,Adjustments,7/24/2023 13:51
