Document ID,Document Description,URL,Document Type,Photo Taken Time,Created By,Customer ID
3725741,No Sale Survey HOOVER VALLEY COUNTRY STORE (PARK RD),https://cdn.e8.co/JEC/S3Images/cd86dbcb8ba961337daee6897fdb9c21.jpg,Default,7/24/2023 9:58 AM,RStephenson,19510
3725739,No Sale Survey HOOVER VALLEY COUNTRY STORE (PARK RD),https://cdn.e8.co/JEC/S3Images/54eae8ad99e845180475ffdfcd1e444e.jpg,Default,7/24/2023 9:59 AM,RStephenson,19510
3720708,No Sale Survey FAMILY DOLLAR #12067,https://cdn.e8.co/JEC/S3Images/3211dfc270ff73041bdc62bcb9ceb999.jpg,Default,7/21/2023 5:19 AM,aferard,27872832
3721814,No Sale Survey QT #812,https://cdn.e8.co/JEC/S3Images/4d2e133a8f6f3b99fb00cf9bcc54b340.jpg,Default,7/21/2023 12:03 PM,csanchez,16429
3721804,No Sale Survey DON'S LIQUOR STORE,https://cdn.e8.co/JEC/S3Images/6dd00fd1c8b452f70a0402a8b968bcf0.jpg,Default,7/21/2023 12:00 PM,jpantoja,27870759
3721938,No Sale Survey POLO CLUB SHELL,https://cdn.e8.co/JEC/S3Images/47598a09337221a1efdd1bfc6c1c8160.jpg,Default,7/21/2023 12:30 PM,GHowell,2788639
3722366,No Sale Survey BREW MARKET & CAFE,https://cdn.e8.co/JEC/S3Images/d0cbdb78126dbbec6d72b7649abd39d8.jpg,Default,7/21/2023 2:53 PM,ccarcel,8853
3725706,No Sale Survey UNITED #537 FUEL CENTER,https://cdn.e8.co/JEC/S3Images/7c6c59207f25abf4e414f76c12fd3473.jpg,Default,7/24/2023 9:51 AM,dgarcia,27876230
3720743,No Sale Survey TXB 68,https://cdn.e8.co/JEC/S3Images/ecfe2c1fa4ad464a6123845e9a9038ba.jpg,Default,7/21/2023 5:55 AM,dmiller,27876163
3721852,No Sale Survey 2222 MARKET,https://cdn.e8.co/JEC/S3Images/b40c0d45d18edcb58e80b9c1c9effdc5.jpg,Default,7/21/2023 12:11 PM,jorodriguez,8700
3721955,No Sale Survey CRUSH,https://cdn.e8.co/JEC/S3Images/86d28862db549b20231ec29620147c52.jpg,Default,7/21/2023 12:44 PM,JRangel,27875916
3721936,No Sale Survey CVS #7607,https://cdn.e8.co/JEC/S3Images/7c1a592de4f1c8cf1b2b15263a7b4d53.jpg,Default,7/21/2023 12:41 PM,GHowell,277869
3717613,No Sale Survey 7-11 #64107,https://cdn.e8.co/JEC/S3Images/43feb2ffb2219f642ed48992df01eb42.jpg,Default,7/19/2023 8:16 AM,anolan,27864815
3718929,No Sale Survey UN2 MART #5,https://cdn.e8.co/JEC/S3Images/ef1fef5f6832e4f090ecd2e59c54336b.jpg,Default,7/19/2023 4:43 PM,arico,27876010
3720399,No Sale Survey SUNSET VILLAGE DRIVE IN,https://cdn.e8.co/JEC/S3Images/fe0eaded158bf8d028a4dbd5637e6179.jpg,Default,7/20/2023 2:22 PM,GHowell,9387
3720331,No endcap,https://cdn.e8.co/JEC/S3Images/91ebff5d98bcf40ae04dd3ff72fbd49d.jpg,Default,7/20/2023 2:01 PM,rgephardt,27872829
3725233,No Sale Survey QT #718,https://cdn.e8.co/JEC/S3Images/6240070b86cfbef75714a4cabbfcd26c.jpg,Default,7/24/2023 7:21 AM,detienne,16348
3717616,No Sale Survey POP SHELF #23999,https://cdn.e8.co/JEC/S3Images/198900e1bc9dee4cacbcc0c0a7422bbb.jpg,Default,7/19/2023 8:25 AM,CPainter,27875633
3718801,No service due to repavement,https://cdn.e8.co/JEC/S3Images/ade82da4e011275d089d415f48298cd2.jpg,Default,7/19/2023 3:13 PM,rmoses,22076
3718898,No Sale Survey EL ZAPE CARNICERIA & RESTAURANT,https://cdn.e8.co/JEC/S3Images/53e696019346beec3d9928eada740a22.jpg,Default,7/19/2023 4:17 PM,JZamora,27871946
3718935,No Sale Survey SONIK FOOD MART,https://cdn.e8.co/JEC/S3Images/3c8e47c5d0a85c1c759fb610a336d242.jpg,Default,7/19/2023 4:46 PM,arico,27874452
3719548,No Sale Survey LA SUPERIOR MARKETS,https://cdn.e8.co/JEC/S3Images/72bce1e30ba9a71f1ab4df9fd486cad7.jpg,Default,7/20/2023 9:22 AM,erodriguez,27874269
3721561,No Sale Survey CAVENDERS CORNER,https://cdn.e8.co/JEC/S3Images/4cdbe097500bf83e9e27947e05a47ccd.jpg,Default,7/21/2023 10:36 AM,BDukes,11218
3721562,No Sale Survey KENT KWIK #218,https://cdn.e8.co/JEC/S3Images/4994526297e987f0d0ef091bb66b78cc.jpg,Default,7/21/2023 10:37 AM,jguidry,7086
3718900,No Sale Survey DOLLAR GENERAL #14238,https://cdn.e8.co/JEC/S3Images/11d2219f22297099353412c3d9d941b4.jpg,Default,7/19/2023 4:15 PM,jcryer,27863933
3721574,No Sale Survey CYPRESS MART,https://cdn.e8.co/JEC/S3Images/7d3252ce763b4d666269366fd416f75f.jpg,Default,7/21/2023 10:41 AM,MLee,19511
3721598,No Sale Survey FAST BREAK #8,https://cdn.e8.co/JEC/S3Images/a6b9fff53047334207d39ef0b0941255.jpg,Default,7/21/2023 10:47 AM,moberg,27868087
3721375,No Sale Survey QT #4146,https://cdn.e8.co/JEC/S3Images/0f4de76486d3f2697a4e3baf38aa5da3.jpg,Default,7/21/2023 9:30 AM,JValdez,27871848
3721420,No Sale Survey DOLLAR GENERAL #6546,https://cdn.e8.co/JEC/S3Images/e2edd3e72d88c3ed88e54276df6e310e.jpg,Default,7/21/2023 9:45 AM,RIrby,26523
3721418,No Sale Survey DOLLAR GENERAL #13877,https://cdn.e8.co/JEC/S3Images/74a64f8032374cb3fbf40920c07fdac7.jpg,Default,7/21/2023 9:44 AM,kevans,27863493
3721689,No Sale Survey CIRCLE K #2704690,https://cdn.e8.co/JEC/S3Images/bb2bf69c1643288c6b9fd997f9a0fe36.jpg,Default,7/21/2023 11:19 AM,jsequeira,278585
3721656,No Sale Survey KENT KWIK #302,https://cdn.e8.co/JEC/S3Images/ec8e707a8a3aeeb88e35d8089b2062bc.jpg,Default,7/21/2023 11:12 AM,broberson,27864249
3721652,No Sale Survey THOM'S MARKET (BURNET RD),https://cdn.e8.co/JEC/S3Images/b4b1a63321cc89920c4e11bedc739f3f.jpg,Default,7/21/2023 11:05 AM,jorodriguez,27874013
3722142,No Sale Survey CAL'S #0243,https://cdn.e8.co/JEC/S3Images/325079b557d23b1bf53fa89499d104e4.jpg,Default,7/21/2023 12:57 PM,JNorris_2,27870506
3726897,No Sale Survey CIRCLE K #2704722,,Default,7/25/2023 5:35 AM,ARoss,27864265
3721758,No Sale Survey EASTVIEW CHEVRON,https://cdn.e8.co/JEC/S3Images/75980ea487e3472058b9edb7a69a7d7c.jpg,Default,7/21/2023 11:51 AM,gegbe,25789
3721727,No Sale Survey CITGO EXPRESS,https://cdn.e8.co/JEC/S3Images/8d8eb7884a4cb87ade2dba90aaba27d9.jpg,Default,7/21/2023 11:41 AM,COkoniewski,27869909
3725860,No Sale Survey LOWE'S BIG 8 ANTHONY,https://cdn.e8.co/JEC/S3Images/5e917754a96e6a4185e74c6361150602.jpg,Default,7/24/2023 10:41 AM,jlopez,3511
3725969,No Sale Survey KIDS SATH LLC FOOD MART,https://cdn.e8.co/JEC/S3Images/2279303972d71eddbb3dcbf8a4a0ceb6.jpg,Default,7/24/2023 11:16 AM,parchie,27873140
3727611,No Sale Survey ALLSUP'S #102011,,Default,7/25/2023 10:39 AM,mcastilleja,27873548
3727826,No Sale Survey KENT KWIK #318,,Default,7/25/2023 11:39 AM,JNorris_2,27865296
3727777,No Sale Survey PARTY CITY (CAPITAL PLAZA),,Default,7/25/2023 11:27 AM,ccarcel,27875868
3725825,No Sale Survey INGLES #408,https://cdn.e8.co/JEC/S3Images/7a374200a333ff6c4e07c90cbec50303.jpg,Default,7/24/2023 10:34 AM,JStephens,22608
3726896,No Sale Survey CIRCLE K #2704722,,Default,7/25/2023 5:35 AM,ARoss,27864265
3727686,No Sale Survey ROYAL BLUE #4,,Default,7/25/2023 10:59 AM,erodriguez,27864228
3727658,No Sale Survey GALAXY SPIRITS LIQUOR STORE,,Default,7/25/2023 10:57 AM,ARoss,13572
3727773,No Sale Survey KING LIQUOR #3,,Default,7/25/2023 11:27 AM,dmiller,8770
3722476,No Sale Survey MINI MAX (FM 969),https://cdn.e8.co/JEC/S3Images/3644447b2f77bddc6193274503343dc9.jpg,Default,7/21/2023 3:51 PM,utalford,9887
3727829,No Sale Survey RIVERVIEW RESTAURANT & BAR,,Default,7/25/2023 11:40 AM,SBergeron,27875886
3719871,No Sale Survey KROGER #695,,Default,7/20/2023 11:14 AM,alucente,27872262
3719898,No Sale Survey JAYS FOOD MART(CHEVRON),https://cdn.e8.co/JEC/S3Images/779eca5de37aa8609b48510733feed5c.jpg,Default,7/20/2023 11:18 AM,parchie,10594
3719866,No Sale Survey CVS #11319,https://cdn.e8.co/JEC/S3Images/430b7b058fd8b81ca35757ce4c55e942.jpg,Default,7/20/2023 11:13 AM,arevilla,27875412
3719896,No Sale Survey DOLLAR GENERAL #12663,https://cdn.e8.co/JEC/S3Images/eb75fda47d6dae08889b82089bacc72e.jpg,Default,7/20/2023 11:26 AM,TJones2,27597
3719916,No Sale Survey BLIZZARD GRAB N GO,https://cdn.e8.co/JEC/S3Images/ce08a50779833f97960eb2075ef03283.jpg,Default,7/20/2023 11:34 AM,ZPetty,27875332
3720576,No Sale Survey POP SQUALLY'S SPORTS BAR,https://cdn.e8.co/JEC/S3Images/480a0bfbef2303b47bf74f788c3d1f79.jpg,Default,7/20/2023 3:25 PM,jreavis,27876043
3725589,No Sale Survey NORMANS FOOD,https://cdn.e8.co/JEC/S3Images/5ede000fddde0196c9949119ee4381bc.jpg,Default,7/24/2023 9:12 AM,JStephens,27863340
3725579,No Sale Survey FIVE BELOW #6220,https://cdn.e8.co/JEC/S3Images/af21503f3df6c8ade00d885d2dc3a2e3.jpg,Default,7/24/2023 9:08 AM,tdraughorne,27875744
3725604,No Sale Survey QUICK TRACK #51120,https://cdn.e8.co/JEC/S3Images/c97f7a398c318341eb4b7e2dd6e52fed.jpg,Default,7/24/2023 9:14 AM,rvelasquez,27872027
3725605,No Sale Survey CVS #8419,https://cdn.e8.co/JEC/S3Images/4a5e2b1248e4afc72d2ecd194252c745.jpg,Default,7/24/2023 9:16 AM,gegbe,21597
3726431,No Sale Survey DOLLAR GENERAL #17195,https://cdn.e8.co/JEC/S3Images/5af95f6fd743f0666f485f7d80949ff2.jpg,Default,7/24/2023 1:47 PM,mgipson,27868347
3726437,No Sale Survey GAS EXPRESS BP #124,https://cdn.e8.co/JEC/S3Images/c257b89a0337a6a2d233ce5b99b9aba6.jpg,Default,7/24/2023 1:52 PM,vlockette,9446
3726387,No Sale Survey CAL'S #2254,https://cdn.e8.co/JEC/S3Images/3c0b2c6dc3cb8d1a7a17ff26297d11fa.jpg,Default,7/24/2023 1:40 PM,TTurner,27870488
3727392,No Sale Survey HEB #061 CENTRAL MARKET,,Default,7/25/2023 9:24 AM,dmiller,9705
3727389,No Sale Survey HAPPY FOOD MART (FORREST PARK),,Default,7/25/2023 9:23 AM,abryant,2788630
3727433,No Sale Survey UNITED #540,,Default,7/25/2023 8:18 AM,dgarcia,1428
3726430,No Sale Survey DOLLAR GENERAL #17195,https://cdn.e8.co/JEC/S3Images/3bb49ee2c37d7c8489749a72d3983fa2.jpg,Default,7/24/2023 1:48 PM,mgipson,27868347
3727220,No Sale Survey UNITED #550 FUEL CENTER,,Default,7/25/2023 8:31 AM,mcastilleja,27876229
3726802,No Sale Survey THE TEXAN 103,https://cdn.e8.co/JEC/S3Images/54060dda5e574c523ab4455963b8822f.jpg,Default,7/24/2023 5:14 PM,RPerez,27874009
3718336,No Sale Survey DOLLAR GENERAL #10287,https://cdn.e8.co/JEC/S3Images/1cb1bace14bf52dab062cf0aa41ed95e.jpg,Default,7/19/2023 11:37 AM,wpresley,26473
3719274,No Sale Survey J & S QUICK STOP,https://cdn.e8.co/JEC/S3Images/58843409e73671ec1c4beae842c4c58f.jpg,Default,7/20/2023 7:53 AM,JBetschart,8732
3719727,No Sale Survey WALMART FUEL #1257,https://cdn.e8.co/JEC/S3Images/18b3fa9a2cf40e0f02504c1a52e8bf77.jpg,Default,7/20/2023 10:15 AM,JFlores,27875155
3720557,No Sale Survey FAMILY DOLLAR #2676,https://cdn.e8.co/JEC/S3Images/71e90030b8f4646d1e8a4635da3e427b.jpg,Default,7/20/2023 2:58 PM,EBarraza,27872926
3720552,No Sale Survey BIG LOTS #1189,https://cdn.e8.co/JEC/S3Images/43ee14ab298a7caca59bf36e39e3b56b.jpg,Default,7/20/2023 2:57 PM,jguidry,27872156
3721879,Audit today,https://cdn.e8.co/JEC/S3Images/49e0e1c41c68207a6fdf0570972de4d1.jpg,Default,7/21/2023 12:22 PM,GStewart,27870461
3722245,No Sale Survey PINKIES #84,https://cdn.e8.co/JEC/S3Images/d372bc1ff3b0fb444d9fe7ee78818002.jpg,Default,7/21/2023 2:17 PM,BBiberdorf,7387
3718293,No Sale Survey TEXACO FOOD MART (DULUTH HWY),https://cdn.e8.co/JEC/S3Images/e367c0986f0a3b15eb2213e52356f62a.jpg,Default,7/19/2023 11:55 AM,twillis,27016
3718414,No Sale Survey SUNRISE BEACH FOOD MART,https://cdn.e8.co/JEC/S3Images/138d65c58f886976829be4f69b91a5c5.jpg,Default,7/19/2023 12:42 PM,sjackson,9398
3719709,Pick the wrong store,https://cdn.e8.co/JEC/S3Images/c4ac4497d0bc4966d611d0d6d7ab8dec.jpg,Default,7/20/2023 10:09 AM,ccarcel,8858
3721887,No Sale Survey SPIRIT RAY'S INC DBA HILL COUNTRY FOOD MART,https://cdn.e8.co/JEC/S3Images/c5594650d84fff59aead40f1143580d7.jpg,Default,7/21/2023 12:26 PM,ksteward,19517
3722231,No Sale Survey BONAIRE PACKAGE LLC,,Default,7/21/2023 2:07 PM,ARoss,27876155
3722197,No Sale Survey STONE MOUNTAIN FOOD MART (LILBURN STONE MTN),https://cdn.e8.co/JEC/S3Images/34f7fe20866701e990dd454fc09d4979.jpg,Default,7/21/2023 1:50 PM,wdormer,27863226
3725166,No Sale Survey JD SUPERMARKET #7,https://cdn.e8.co/JEC/S3Images/933342e12a2729a4c67e08cdac09308b.jpg,Default,7/24/2023 6:52 AM,ccarcel,27867864
3725778,Store having inventory,https://cdn.e8.co/JEC/S3Images/f7eb03f4ec08646e430962b4f5c75ea8.jpg,Default,7/24/2023 10:06 AM,aatkinson,1287
3726987,No Sale Survey CIRCLE K #2703143,,Default,7/25/2023 5:58 AM,ARoss,27863409
3727483,no PO order,,Default,7/25/2023 10:06 AM,EFerreyra,27864612
3727467,Having inventory,https://cdn.e8.co/JEC/S3Images/68779a713d5286505d78f328059ebdbe.jpg,Default,7/25/2023 9:59 AM,JWyman,26484
3727591,No Sale Survey LIQUOR STOP,,Default,7/25/2023 10:33 AM,moberg,27874067
3719707,No Sale Survey MONROE STREET BUSINESS LLC,https://cdn.e8.co/JEC/S3Images/4e11865c379c8ef5ad18fe47a5044726.jpg,Default,7/20/2023 9:32 AM,CPainter,27873787
3722561,No Sale Survey LOWE'S #10,https://cdn.e8.co/JEC/S3Images/5e3fa89e86dfb68178cafda4091da918.jpg,Default,7/21/2023 6:15 PM,bgarnto,6236
3725181,No Sale Survey HEB #772,https://cdn.e8.co/JEC/S3Images/2830f3846432b528fcb5aa6e26c3a1a3.jpg,Default,7/24/2023 6:53 AM,dgarcia,27873829
3725163,No Sale Survey CITGO FOOD (ROSWELL RD),https://cdn.e8.co/JEC/S3Images/b476dbbdcfff4d8ffec372bb1013def6.jpg,Default,7/24/2023 6:44 AM,BMayfield,11696
3725799,No Sale Survey RIO MARKET,https://cdn.e8.co/JEC/S3Images/d7a57f1b3e53d478a6dfefe5937cb119.jpg,Default,7/24/2023 10:18 AM,rleblanc,8903
3726309,No Sale Survey LA BUENA SUPERMERCADO,https://cdn.e8.co/JEC/S3Images/45c4a075f92e2056e37b69f2ef339881.jpg,Default,7/24/2023 1:08 PM,jodom,27874284
3726786,Stood there for 25 minutes waiting for them.,https://cdn.e8.co/JEC/S3Images/d89cc5f697bcba36f76f9c49a00acbe9.jpg,Default,7/24/2023 4:46 PM,arico,27865026
3718729,No Sale Survey BUDDIES MARKET @ MLK,https://cdn.e8.co/JEC/S3Images/160ed70e7991694c75fb4ec02d62c68b.jpg,Default,7/19/2023 2:41 PM,ccarcel,8890
3718737,No Sale Survey THE HALLOWS,https://cdn.e8.co/JEC/S3Images/fb686da7bdc17794670e140ae1dffae7.jpg,Default,7/19/2023 2:45 PM,hwallis,27875456
3718757,No Sale Survey M AND M GROCERY,https://cdn.e8.co/JEC/S3Images/c3e44791413f1f74a3301c89d2df854b.jpg,Default,7/19/2023 2:51 PM,JBright,27870360
3718748,No Sale Survey POP SHELF #25188,https://cdn.e8.co/JEC/S3Images/c096f2628bfa815ed2f215d30cc3ae89.jpg,Default,7/19/2023 2:49 PM,JBright,27875832
3718747,No Sale Survey POP SHELF #25188,https://cdn.e8.co/JEC/S3Images/89820b8a7e5cc637df11f7fd7ce7b551.jpg,Default,7/19/2023 2:50 PM,JBright,27875832
3720008,No Sale Survey FARWEST,https://cdn.e8.co/JEC/S3Images/61ae56c20b919eb6dd0540c9748f5408.jpg,Default,7/20/2023 12:18 PM,jduran,27874637
3720039,No Sale Survey MA & PA'S GROCERY,https://cdn.e8.co/JEC/S3Images/c838af84d7b8e1c98d49e21598a6720e.jpg,Default,7/20/2023 12:27 PM,wpresley,27869646
3720629,No Sale Survey CEDAR MART,https://cdn.e8.co/JEC/S3Images/6f4acc58374dba128e3e13d512ab5f92.jpg,Default,7/20/2023 6:28 PM,ksteward,278400
3720722,No Sale Survey PUBLIX #672,https://cdn.e8.co/JEC/S3Images/27945963262f9c3ee05fd193a0dbcb83.jpg,Default,7/21/2023 5:28 AM,BMayfield,16248
3721627,No Sale Survey GET N GO (MAIN ST WHITESBURG),https://cdn.e8.co/JEC/S3Images/a6ec66837b231fac0387408ec84ab7c5.jpg,Default,7/21/2023 10:58 AM,RIrby,27864476
3721611,No Sale Survey QC MEAT MARKET,https://cdn.e8.co/JEC/S3Images/127d5a81b2ac6afe46929dabb7ef69c5.jpg,Default,7/21/2023 10:49 AM,moberg,27870959
3721619,No Sale Survey DON'S LIQUOR STORE #2,https://cdn.e8.co/JEC/S3Images/a92e6a7af486bb0b675b541569edbb4c.jpg,Default,7/21/2023 10:54 AM,JValdez,27874997
3721834,No Sale Survey FOOD BOX #7,https://cdn.e8.co/JEC/S3Images/6e13310c488684a502896b1553157aa7.jpg,Default,7/21/2023 12:11 PM,tsewell,27876005
3721638,Closed due to power outtages in area,https://cdn.e8.co/JEC/S3Images/72f81321ebd2d5d4520d16ad9cc623ab.jpg,Default,7/21/2023 11:03 AM,CBlack,27875950
3721828,No Sale Survey GARELY'S MEXICAN RESTAURANT,https://cdn.e8.co/JEC/S3Images/3ea37e4ae5b7d6a640e7c0bfe2d326b4.jpg,Default,7/21/2023 12:08 PM,jduran,27875304
3721853,No Sale Survey 2222 MARKET,https://cdn.e8.co/JEC/S3Images/69c73feda9ba6d1c786fe28eae891eb4.jpg,Default,7/21/2023 12:11 PM,jorodriguez,8700
3721961,No Sale Survey HYATT PLACE AMARILLO WEST,https://cdn.e8.co/JEC/S3Images/edfcd3499d57a15b9f54a46ebfc9121b.jpg,Default,7/21/2023 12:45 PM,JRangel,27876006
3721933,No Sale Survey BUCKLES,https://cdn.e8.co/JEC/S3Images/5fa8c745d24ba07974f51fa0adad780f.jpg,Default,7/21/2023 12:42 PM,JRangel,27867992
3721952,No Sale Survey LIT ARCADE BAR,https://cdn.e8.co/JEC/S3Images/d8daf304034b53290316bd110a0291c2.jpg,Default,7/21/2023 12:44 PM,JRangel,27876072
3721962,No Sale Survey FIRST COAST ENERGY #1401,https://cdn.e8.co/JEC/S3Images/0d72d3cd44b165025e146f0a6d228c8a.jpg,Default,7/21/2023 12:45 PM,gdiaz,27868275
3718735,No Sale Survey TEXAS ROADHOUSE ABILENE,https://cdn.e8.co/JEC/S3Images/e30b2e13f745519a9c70f9e9868b0b43.jpg,Default,7/19/2023 2:43 PM,hwallis,27866991
3721791,No Sale Survey 7-11 #401,https://cdn.e8.co/JEC/S3Images/f90e8d5dbbb841f0374007c5fd7490a9.jpg,Default,7/21/2023 12:00 PM,TTurner,2427
3721622,Store is closed due to power outtages in area,https://cdn.e8.co/JEC/S3Images/532068ba992766466c488f4cc49a7e7c.jpg,Default,7/21/2023 10:55 AM,CBlack,21506
3721965,No Sale Survey COURTYARD BY MARRIOTT_3,https://cdn.e8.co/JEC/S3Images/709a126faf261431370f1b6daf77fd4b.jpg,Default,7/21/2023 12:46 PM,JRangel,27875787
3717702,Esta tienda no compra productos Red Bull,https://cdn.e8.co/JEC/S3Images/f461b2201f2f0b7ded81610e895b16a0.jpg,Default,7/19/2023 8:47 AM,jpantoja,27875299
3718609,No Sale Survey CVS #5776,https://cdn.e8.co/JEC/S3Images/a84328f5bae4e0cd1fd36e1c029d6ca0.jpg,Default,7/19/2023 1:35 PM,moberg,19476
3719223,No Sale Survey FAMILY DOLLAR #2513,https://cdn.e8.co/JEC/S3Images/c724b36570ee898cd5f3d72b1eb55f3c.jpg,Default,7/20/2023 7:03 AM,JHamlin,27872849
3719961,No power; closed,https://cdn.e8.co/JEC/S3Images/1cb579477f38846b2093c5461acd64af.jpg,Default,7/20/2023 11:56 AM,vlockette,27873610
3727855,No Sale Survey WALMART SUPERCENTER #3660,,Default,7/25/2023 11:52 AM,CBurke,22369
